B_10_MIN_BLOCK,B_AGE_CODE,B_REGION,B_BAND_SIZE_CODE,B_BAND_STATUS_CODE,B_BAND_TYPE_CODE,B_BIRD_STATUS,B_COMMENTS,B_COORD_PRECISION,B_DIRECTION_CODE,B_EXTRA_INFO_CODE,B_FLYWAY_CODE,B_HOW_AGED_CODE,B_HOW_CAPTURED,B_HOW_SEXED_CODE,B_LAT_10_MIN_BLK,B_LAT_DECIMAL_DEGREES,B_LOCATION_DESCRIPTION,B_LOCATION_ID,B_LON_10_MIN_BLK,B_LON_DECIMAL_DEGREES,B_MARKER_LONG_DESC,B_PERMIT_NUM,B_REMARKS,B_SEX_CODE,B_SPECIES_ID,B_SPECIES_NAME,BAND_NUM,BANDING_DATE,BANDING_DAY,BANDING_MONTH,BANDING_YEAR,BEARING,DISTANCE,E_10_MIN_BLOCK,E_REGION,E_CAPTURE_TIME,E_CERTIFICATE_FLAG,E_CERTIFICATE_LANGUAGE,E_COMMENTS,E_COORD_PRECISION,E_COUNTRY_CODE,E_COUNTY_CODE,E_CREATE_DATE,E_CREATE_MONTH,E_CREATE_YEAR,E_DIRECTION_CODE,E_ENC_COUNTY_ORIGINAL,E_FLYWAY_CODE,E_HOW_CAPTURED,E_HOW_OBTAINED_CODE,E_LAT_10_MIN_BLK,E_LAT_DECIMAL_DEGREES,E_LOCATION_DESCRIPTION,E_LOCATION_ID,E_LON_10_MIN_BLK,E_LON_DECIMAL_DEGREES,E_MARKER_LONG_DESC,E_PLACE_NAME,E_PRESENT_CONDITION_CODE,E_REMARKS,E_SPECIES_NAME,E_STATE_CODE,E_WHO_OBTAINED_CODE,E_WHY_REPORTED_CODE,ENCOUNTER_DATE,ENCOUNTER_DAY,ENCOUNTER_MONTH,ENCOUNTER_YEAR,HSS,MIN_AGE_AT_ENC,ORIGINAL_BAND,OTHER_BANDS,SAME_10_MIN_BLOCK
"4340791","1","68","3","0","11","3","",10,"0","00","6","","","","434",43.75,"11 S OF MARKHAM, Ontario, Canada",127906,"0791",-79.25,"","10068","","4","3600","American Kestrel","062320449",12/30/1961,"30","12","1961","",0,"4340791","68","","9","E","B#00000; create date from C#0967",10,"CA","000",11/24/1967,"11","1967","0","","6","","00","434",43.75,"",,"0791",-79.25,"","","05","","","08","21","01",04/14/1967,"14","04","1967",6,6.83,"062320449","","Y"
"4340791","4","68","3","0","11","3","",10,"0","00","6","","","","434",43.75,"11 S OF MARKHAM, Ontario, Canada",127906,"0791",-79.25,"","10068","","4","3600","American Kestrel","062320450",05/30/1962,"30","05","1962","NW",20.2,"4350793","68","","9","E","B#00000; create date from C#0463",10,"CA","000",04/30/1963,"04","1963","0","","6","","00","435",43.91667,"",,"0793",-79.58333,"","","03","","","08","21","00",,"54","02","1963",99,,"062320450","","N"
"4340791","4","68","3","0","11","3","",10,"0","00","6","","","","434",43.75,"11 S OF MARKHAM, Ontario, Canada",127906,"0791",-79.25,"","10068","","4","3600","American Kestrel","062320451",05/30/1962,"30","05","1962","",0,"4340791","68","","9","E","B#00000; create date from C#1062",10,"CA","000",10/31/1962,"10","1962","0","","6","","28","434",43.75,"",,"0791",-79.25,"","","00","","","08","21","00",06/06/1962,"06","06","1962",0,.08,"062320451","","Y"
"4340791","4","68","3","0","11","3","",10,"0","00","6","","","","434",43.75,"11 S OF MARKHAM, Ontario, Canada",127906,"0791",-79.25,"","10068","","4","3600","American Kestrel","062320451",05/30/1962,"30","05","1962","W",8.3,"4340792","68","","9","E","B#00000; create date from C#0163",10,"CA","000",01/31/1963,"01","1963","0","","6","","01","434",43.75,"",,"0792",-79.41667,"","","03","","","08","21","00",,"75","09","1962",99,,"062320451","","N"
"4340791","4","68","3","0","11","3","",10,"0","00","6","","","","434",43.75,"11 S OF MARKHAM, Ontario, Canada",127906,"0791",-79.25,"","10068","","0","3600","American Kestrel","062320477",05/27/1963,"27","05","1963","WSW",129,"4240812","68","","9","E","B#06355; create date from C#0770",10,"CA","000",07/31/1970,"07","1970","0","","6","","00","424",42.75,"",,"0812",-81.41667,"","","05","","","08","21","01",03/29/1970,"29","03","1970",7,6.83,"062320477","","N"
"4350790","0","68","3","0","11","3","",10,"0","00","6","","","","435",43.91667,"GREENWOOD, Ontario, Canada",133486,"0790",-79.08333,"","10068","","4","3600","American Kestrel","062320486",01/10/1965,"10","01","1965","SW",14.2,"4340791","68","","9","E","B#00000; create date from C#0665",10,"CA","000",07/18/1965,"07","1965","0","","6","","28","434",43.75,"",,"0791",-79.25,"","","00","","","08","21","00",02/04/1965,"04","02","1965",0,.08,"062320486","","N"
"3930784","2","46","3","0","11","4","",10,"0","00","1","","","","393",39.58333,"CUMBERLAND, Maryland, United States",101751,"0784",-78.75,"","08051","","4","3600","American Kestrel","062355704",07/09/1960,"09","07","1960","",0,"3930784","46","","9","E","B#00000; create date from C#0361",10,"US","000",04/09/1961,"04","1961","0","","1","","28","393",39.58333,"",,"0784",-78.75,"","","00","","","24","23","00",08/08/1960,"08","08","1960",1,.17,"062355704","","Y"
"4030755","1","72","3","0","11","3","",10,"0","00","1","","","","403",40.58333,"LENHARTSVILLE, Pennsylvania, United States",93328,"0755",-75.91667,"","02090","","5","3600","American Kestrel","062359904",01/06/1961,"06","01","1961","E",26.2,"4030752","72","","9","E","B#00000; create date from C#0563",10,"US","000",05/31/1963,"05","1963","0","","1","","00","403",40.58333,"",,"0752",-75.41667,"","","03","","","42","21","00",,"66","04","1963",99,,"062359904","","N"
"4030755","2","72","3","0","11","3","",10,"0","00","1","","","","403",40.58333,"LENHARTSVILLE, Pennsylvania, United States",93328,"0755",-75.91667,"","02090","","4","3600","American Kestrel","062359920",06/25/1961,"25","06","1961","NNE",24.6,"4050754","72","","9","E","B#00000; create date from C#0262",10,"US","000",02/28/1962,"02","1962","0","","1","","00","405",40.91667,"",,"0754",-75.75,"","","03","","","42","22","00",,"54","09","1961",99,,"062359920","","N"
"4030755","2","72","3","0","11","3","",10,"0","00","1","","","","403",40.58333,"LENHARTSVILLE, Pennsylvania, United States",93328,"0755",-75.91667,"","02090","","5","3600","American Kestrel","062359925",07/17/1961,"17","07","1961","SSW",359.3,"3530774","63","","9","E","B#00000; create date from C#0762",10,"US","000",07/31/1962,"07","1962","0","","1","","66","353",35.58333,"",,"0774",-77.75,"","","00","","","37","21","00",01/23/1962,"23","01","1962",1,.58,"062359925","","N"
"4030755","2","72","3","0","11","3","",10,"0","00","1","","","","403",40.58333,"LENHARTSVILLE, Pennsylvania, United States",93328,"0755",-75.91667,"","02090","","4","3600","American Kestrel","062359927",09/29/1961,"29","09","1961","SW",435.8,"3540810","63","","9","E","B#00000; create date from C#0862",10,"US","000",08/31/1962,"08","1962","0","","1","","01","354",35.75,"",,"0810",-81.08333,"","","03","","","37","21","00",01/15/1962,"15","01","1962",1,.58,"062359927","","N"
"4350792","1","68","3","0","11","3","",10,"0","00","6","","","","435",43.91667,"RICHMOND HILL, Ontario, Canada",123042,"0792",-79.41667,"","10068","","4","3600","American Kestrel","062320500",01/15/1967,"15","01","1967","E",8.3,"4350791","68","","9","E","B#03430; create date from C#0768",10,"CA","000",07/31/1968,"07","1968","0","","6","","15","435",43.91667,"",,"0791",-79.25,"","","05","","","08","21","01",,"99","82","1967",0,1,"062320500","","N"
"3910841","2","66","3A","0","11","3","",10,"0","00","2","","","","391",39.25,"MAINEVILLE, Ohio, United States",140021,"0841",-84.25,"","08085","","5","3600","American Kestrel","063319850",11/04/1972,"04","11","1972","WSW",21.2,"3900843","66","","9","E","B#20914; create date from C#0676",10,"US","000",06/17/1976,"06","1976","0","","2","","13","390",39.08333,"",,"0843",-84.58333,"","","05","","","39","23","01",02/10/1973,"10","02","1973",1,.67,"063319850","","N"
"3850842","1","39","3A","0","11","3","",10,"0","00","2","","","","385",38.91667,"GRANTS LICK, Kentucky, United States",103317,"0842",-84.41667,"","08085","","5","3600","American Kestrel","063319889",01/25/1975,"25","01","1975","",0,"3850842","39","","9","E","B#20143; create date from C#0675",10,"US","000",06/30/1975,"06","1975","0","","2","","00","385",38.91667,"",,"0842",-84.41667,"","","05","","","21","21","01",05/04/1975,"04","05","1975",0,.92,"063319889","","Y"
"3840845","1","39","3A","0","11","3","",10,"0","00","2","","","","384",38.75,"Kentucky, United States",112564,"0845",-84.91667,"","08085","","5","3600","American Kestrel","063319900",03/01/1975,"01","03","1975","",0,"3840845","39","","9","E","B#20969; create date from C#0976",10,"US","000",09/09/1976,"09","1976","0","","2","","23","384",38.75,"",,"0845",-84.91667,"","","06","","","21","22","01",05/04/1976,"04","05","1976",1,1.92,"063319900","","Y"
"3900843","0","39","3A","0","11","3","",10,"0","00","2","","","","390",39.08333,"CINCINNATI, Kentucky, United States",102707,"0843",-84.58333,"","08085","","5","3600","American Kestrel","063319871",12/03/1974,"03","12","1974","W",17.9,"3900845","39","","9","E","B#21039; create date from C#1176",10,"US","000",11/04/1976,"11","1976","0","","2","","45","390",39.08333,"",,"0845",-84.91667,"","","05","","","21","21","01",09/04/1976,"04","09","1976",3,2.25,"063319871","","N"
"3311171","1","14","3A","0","11","3","",10,"0","00","4","","","","331",33.25,"VISTA, California, United States",128786,"1171",-117.25,"","08276","","5","3600","American Kestrel","063398033",12/08/1961,"08","12","1961","N",11.5,"3321171","14","","9","E","B#00000; create date from C#0662",10,"US","000",06/30/1962,"06","1962","0","","4","","01","332",33.41667,"",,"1171",-117.25,"","","03","","","06","21","00",,"99","12","1961",1,1.5,"063398033","","N"
"3311171","5","14","3A","0","11","3","",10,"0","00","4","","","","331",33.25,"VISTA, California, United States",128786,"1171",-117.25,"","08276","","4","3600","American Kestrel","063398069",08/14/1963,"14","08","1963","",0,"3311171","14","","9","E","B#00000; create date from C#0364",10,"US","000",03/31/1964,"03","1964","0","","4","","00","331",33.25,"",,"1171",-117.25,"","","03","","","06","21","00",12/15/1963,"15","12","1963",1,1.5,"063398069","","Y"
"5341131","1","04","3A","0","11","3","",10,"0","00","6","","","","534",53.75,"FT SASKATCHEWAN, Alberta, Canada",144234,"1131",-113.25,"","10145","","5","3600","American Kestrel","063345329",07/24/1970,"24","07","1970","ESE",1588.8,"4150832","49","","9","E","B#07527; create date from C#1271",10,"US","000",12/31/1971,"12","1971","0","","2","","00","415",41.91667,"",,"0832",-83.41667,"","","03","","","26","21","01",10/22/1971,"22","10","1971",2,2.33,"063345329","","N"
"4040775","1","72","3A","0","11","3","",10,"0","00","1","","","","404",40.75,"STATE COLLEGE, Pennsylvania, United States",178,"0775",-77.91667,"","03589","","5","3600","American Kestrel","063301010",01/20/1962,"20","01","1962","",0,"4040775","72","","9","E","B#00000; create date from C#0666",10,"US","000",06/30/1966,"06","1966","0","","1","","12","404",40.75,"",,"0775",-77.91667,"","","05","","","42","21","01",,"52","03","1966",99,,"063301010","","Y"
"5351132","1","04","3A","0","11","3","",10,"0","00","6","","","","535",53.91667,"7  E OF LEGAL, Alberta, Canada",133802,"1132",-113.41667,"","10145","","5","3600","American Kestrel","063345347",03/11/1972,"11","03","1972","SSE",681.7,"4511060","53","","9","E","B#20125; create date from C#0575",10,"US","000",05/31/1975,"05","1975","0","","3","","00","451",45.25,"",,"1060",-106.08333,"","","05","","","30","20","01",08/05/1972,"05","08","1972",1,1.17,"063345347","","N"
"4940955","1","45","3A","0","11","3","",10,"0","00","6","","","","494",49.75,"REYNOLDS, Manitoba, Canada",143251,"0955",-95.91667,"","10279","","5","3600","American Kestrel","063345918",04/26/1981,"26","04","1981","NNW",24.2,"5000960","45","","9","E","B#28765; C#4185",10,"CA","000",10/14/1985,"10","1985","0","","6","","14","500",50.08333,"",,"0960",-96.08333,"","","05","","","03","21","01",07/30/1985,"30","07","1985",4,5.08,"063345918","","N"
"3151020","5","83","3A","0","11","7","",10,"0","00","3","","","","315",31.91667,"MIDLAND, Texas, United States",113067,"1020",-102.08333,"","08092","","4","3600","American Kestrel","063320898",04/12/1961,"12","04","1961","",0,"3151020","83","","9","E","B#00000; create date from C#0961",10,"US","000",10/26/1961,"10","1961","0","","3","","03","315",31.91667,"",,"1020",-102.08333,"","","00","","","48","23","00",,"70","05","1961",99,,"063320898","","Y"
"3920825","0","66","3A","0","11","3","",10,"0","00","2","","","","392",39.41667,"KINNICKINNICK, Ohio, United States",98347,"0825",-82.91667,"","09264","","0","3600","American Kestrel","063320923",11/27/1971,"27","11","1971","W",8.9,"3920830","66","","9","E","B#07621; create date from C#0272",10,"US","000",02/29/1972,"02","1972","0","","2","","66","392",39.41667,"",,"0830",-83.08333,"","","07","","","39","23","01",12/05/1971,"05","12","1971",1,.5,"063320923","","N"
"3741222","2","14","3A","0","11","4","",10,"0","00","4","","","","374",37.75,"SAN FRANCISCO, California, United States",121739,"1222",-122.41667,"","20502","","4","3600","American Kestrel","063338633",07/11/1974,"11","07","1974","NE",14.7,"3751221","14","","9","E","B#20096; create date from C#1177",10,"US","000",11/30/1977,"11","1977","0","","4","","00","375",37.91667,"",,"1221",-122.25,"","","05","","","06","21","01",03/21/1975,"21","03","1975",1,.75,"063338633","","N"
"4641171","4","89","3A","0","11","3","",10,"0","00","4","","","","464",46.75,"PULLMAN, Washington, United States",113683,"1171",-117.25,"","08103","","4","3600","American Kestrel","063321909",06/25/1967,"25","06","1967","NNW",48.6,"4721173","89","","9","E","B#03285; create date from C#0568",10,"US","000",05/31/1968,"05","1968","0","","4","","66","472",47.41667,"",,"1173",-117.58333,"","","08","","","53","22","01",08/03/1967,"03","08","1967",1,.17,"063321909","","N"
"4641171","4","89","3A","0","11","3","",10,"0","00","4","","","","464",46.75,"PULLMAN, Washington, United States",113683,"1171",-117.25,"","08103","","4","3600","American Kestrel","063321924",06/13/1970,"13","06","1970","SSE",351.5,"4141155","55","","9","E","B#07230; create date from C#0671",10,"US","000",06/30/1971,"06","1971","0","","4","","00","414",41.75,"",,"1155",-115.91667,"","","03","","","32","21","01",,"43","04","1971",1,.83,"063321924","","N"
"3010973","0","83","3A","0","11","3","",10,"0","00","3","","","","301",30.25,"DEL VALLE, Texas, United States",89225,"0973",-97.58333,"","08084","","4","3600","American Kestrel","063315703",02/06/1965,"06","02","1965","W",9.9,"3010974","83","","9","E","B#00000; create date from C#0665",10,"US","000",07/18/1965,"07","1965","0","","3","","01","301",30.25,"",,"0974",-97.75,"","","03","","","48","22","00",02/20/1965,"20","02","1965",0,0,"063315703","","N"
"4320794","1","68","3A","0","11","3","",10,"0","00","6","","","","432",43.41667,"PALERMO, Ontario, Canada",133764,"0794",-79.75,"","10208","","4","3600","American Kestrel","063347117",02/21/1969,"21","02","1969","S",11.5,"4310794","68","","9","E","B#04548; create date from C#1069",10,"CA","000",12/31/1969,"12","1969","0","","6","","00","431",43.25,"",,"0794",-79.75,"","","03","","","08","21","01",03/29/1969,"29","03","1969",0,.75,"063347117","","N"
"4240710","4","47","3A","0","11","3","",10,"0","00","1","","","","424",42.75,"W BOXFORD, Massachusetts, United States",7831,"0710",-71.08333,"","08083","","5","3600","American Kestrel","063316948",06/16/1960,"16","06","1960","SW",28.6,"4220712","47","","9","E","B#00000; create date from C#0964",10,"US","000",09/30/1964,"09","1964","0","","1","","00","422",42.41667,"",,"0712",-71.41667,"","","03","","","25","21","00",07/29/1964,"29","07","1964",4,4.08,"063316948","","N"
"4240710","4","47","3A","0","11","3","",10,"0","00","1","","","","424",42.75,"W BOXFORD, Massachusetts, United States",7831,"0710",-71.08333,"","08083","","4","3600","American Kestrel","063316953",06/17/1960,"17","06","1960","SW",100.3,"4130721","18","","9","E","B#00000; create date from C#0361",10,"US","000",04/09/1961,"04","1961","0","","1","","21","413",41.58333,"",,"0721",-72.25,"","","00","","","09","21","00",,"41","09","1960",1,.25,"063316953","","N"
"4240705","1","47","3A","0","11","3","",10,"0","00","1","","","","424",42.75,"NEWBURYPORT, Massachusetts, United States",43906,"0705",-70.91667,"","08083","","4","3600","American Kestrel","063316970",02/12/1961,"12","02","1961","",0,"4240705","47","","9","E","B#00000; create date from C#1067",10,"US","000",12/31/1967,"12","1967","0","","1","","00","424",42.75,"",,"0705",-70.91667,"","","05","","","25","21","01",08/22/1967,"22","08","1967",7,7.17,"063316970","","Y"
"4240710","1","47","3A","0","11","3","",10,"0","00","1","","","","424",42.75,"W BOXFORD, Massachusetts, United States",7831,"0710",-71.08333,"","08083","","4","3600","American Kestrel","063316984",03/15/1961,"15","03","1961","",0,"4240710","47","","9","E","B#00000; create date from C#0762",10,"US","000",07/31/1962,"07","1962","0","","1","","00","424",42.75,"",,"0710",-71.08333,"","","03","","","25","21","00",,"57","05","1962",99,,"063316984","","Y"
"3840835","2","39","3A","0","11","3","",10,"0","00","2","","","","384",38.75,"Kentucky, United States",134062,"0835",-83.91667,"","08085","","5","3600","American Kestrel","063317033",11/15/1970,"15","11","1970","W",72.6,"3850851","35","","9","E","B#07160; create date from C#0671",10,"US","000",06/30/1971,"06","1971","0","","2","","03","385",38.91667,"",,"0851",-85.25,"","","05","","","18","21","01",02/02/1971,"02","02","1971",1,.67,"063317033","","N"
"3900842","2","66","3A","0","11","3","",10,"0","00","2","","","","390",39.08333,"FT THOMAS, Ohio, United States",96928,"0842",-84.41667,"","08085","","5","3600","American Kestrel","063317063",11/06/1960,"06","11","1960","NNW",24.7,"3920843","66","","9","E","B#00000; create date from C#0262",10,"US","000",02/28/1962,"02","1962","0","","2","","00","392",39.41667,"",,"0843",-84.58333,"","","03","","","39","21","00",,"71","04","1961",99,,"063317063","","N"
"4340882","0","91","3A","0","11","3","",10,"0","00","2","","","","434",43.75,"FOND DU LAC, Wisconsin, United States",96278,"0882",-88.41667,"","00627","","4","3600","American Kestrel","063317562",12/02/1961,"02","12","1961","",0,"4340882","91","","9","E","B#00000; create date from C#0862",10,"US","000",08/31/1962,"08","1962","0","","2","","97","434",43.75,"",,"0882",-88.41667,"","","00","","","55","22","00",01/11/1962,"11","01","1962",1,.58,"063317562","","Y"
"4210890","1","34","3A","0","11","3","",10,"0","00","2","","","","421",42.25,"ROCKFORD, Illinois, United States",107831,"0890",-89.08333,"","00699","","5","3600","American Kestrel","063353412",01/31/1960,"31","01","1960","W",8.5,"4210891","34","","9","E","B#00000; create date from C#0665",10,"US","000",07/18/1965,"07","1965","0","","2","","00","421",42.25,"",,"0891",-89.25,"","","03","","","17","21","00",,"78","12","1964",99,,"063353412","","N"
"4230781","1","61","3A","0","11","2","",10,"0","00","1","","","","423",42.58333,"BLISS, New York, United States",91237,"0781",-78.25,"","08184","","4","3600","American Kestrel","063366507",02/06/1963,"06","02","1963","NW",14.3,"4240782","61","","9","E","B#00000; create date from C#1063",10,"US","000",10/31/1963,"10","1963","0","","1","","20","424",42.75,"",,"0782",-78.41667,"","","03","","","36","21","00",02/21/1963,"21","02","1963",0,.67,"063366507","","N"
"4310762","1","61","3A","0","11","3","",10,"0","00","1","","","","431",43.25,"LAMSON, New York, United States",95144,"0762",-76.41667,"","08272","","5","3600","American Kestrel","063397669",01/20/1962,"20","01","1962","E",8.4,"4310761","61","","9","E","B#00000; create date from C#0164",10,"US","000",01/31/1964,"01","1964","0","","1","","47","431",43.25,"",,"0761",-76.25,"","","02","","","36","21","00",01/01/1964,"01","01","1964",2,2.58,"063397669","","N"
"4200892","1","34","3A","0","11","3","",10,"0","00","2","","","","420",42.08333,"MT MORRIS, Illinois, United States",103953,"0892",-89.41667,"","00686","","4","3600","American Kestrel","063372512",09/03/1961,"03","09","1961","ENE",28.1,"4210885","34","","9","E","B#00000; create date from C#0662",10,"US","000",06/30/1962,"06","1962","0","","2","","00","421",42.25,"",,"0885",-88.91667,"","","03","","","17","21","00",10/24/1961,"24","10","1961",1,1.33,"063372512","","N"
"4240710","4","47","3","0","11","3","",10,"0","00","1","","","","424",42.75,"W BOXFORD, Massachusetts, United States",7831,"0710",-71.08333,"","08083","","4","3600","American Kestrel","064309899",05/31/1961,"31","05","1961","S",23,"4220710","47","","9","E","B#00000; create date from C#0961",10,"US","000",10/26/1961,"10","1961","0","","1","","00","422",42.41667,"",,"0710",-71.08333,"","","03","","","25","21","00",07/20/1961,"20","07","1961",0,.17,"064309899","","N"
"3820813","0","90","3","0","11","3","",10,"0","00","1","","","","382",38.41667,"West Virginia, United States",89417,"0813",-81.58333,"","08270","","4","3600","American Kestrel","064362050",04/01/1961,"01","04","1961","",0,"3820813","90","","9","E","B#00000; create date from C#0961",10,"US","000",10/26/1961,"10","1961","0","","1","","66","382",38.41667,"",,"0813",-81.58333,"","","00","","","54","22","00",04/30/1961,"30","04","1961",0,0,"064362050","","Y"
"3940754","2","21","3","0","11","2","",10,"0","00","1","","","","394",39.75,"NEWARK, Delaware, United States",91932,"0754",-75.75,"","07815","","5","3600","American Kestrel","064359403",01/01/1961,"01","01","1961","",0,"3940754","21","","9","E","B#00000; create date from C#0661",10,"US","000",07/18/1961,"07","1961","0","","1","","04","394",39.75,"",,"0754",-75.75,"","","03","","","10","21","00",03/20/1961,"20","03","1961",0,.17,"064359403","","Y"
"4001050","1","17","3","0","11","3","",10,"0","00","3","","","","400",40.08333,"LONGMONT, Colorado, United States",136211,"1050",-105.08333,"","06549","","4","3600","American Kestrel","064369617",05/02/1960,"02","05","1960","N",23,"4021050","17","","9","E","B#00000; create date from C#0862",10,"US","000",08/31/1962,"08","1962","0","","3","","13","402",40.41667,"",,"1050",-105.08333,"","","03","","","08","21","00",,"60","04","1962",99,,"064369617","","N"
"4001050","1","17","3","0","11","3","",10,"0","00","3","","","","400",40.08333,"LONGMONT, Colorado, United States",136211,"1050",-105.08333,"","06549","","4","3600","American Kestrel","064369622",05/15/1960,"15","05","1960","NW",14.5,"4011051","17","","9","E","B#00000; create date from C#0961",10,"US","000",10/26/1961,"10","1961","0","","3","","14","401",40.25,"",,"1051",-105.25,"","","03","","","08","21","00",,"62","06","1961",99,,"064369622","","N"
"3431180","2","14","3","0","11","3","",10,"0","00","4","","","","343",34.58333,"California, United States",116554,"1180",-118.08333,"","00662","","5","3600","American Kestrel","064379921",07/30/1960,"30","07","1960","S",34.5,"3401180","14","","9","E","B#00000; create date from C#1160",10,"US","000",11/30/1960,"11","1960","0","","4","","03","340",34.08333,"",,"1180",-118.08333,"","","00","","","06","21","00",09/07/1960,"07","09","1960",1,.25,"064379921","","N"
"3641194","1","14","3","0","11","3","",10,"0","00","4","","","","364",36.75,"FRESNO, California, United States",137429,"1194",-119.75,"","00662","","4","3600","American Kestrel","064379932",03/29/1960,"29","03","1960","N",11.5,"3651194","14","","9","E","B#00000; create date from C#0662",10,"US","000",06/30/1962,"06","1962","0","","4","","04","365",36.91667,"",,"1194",-119.75,"","","03","","","06","21","00",,"75","01","1962",99,,"064379932","","N"
"3641194","1","14","3","0","11","3","",10,"0","00","4","","","","364",36.75,"FRESNO, California, United States",137429,"1194",-119.75,"","00662","","5","3600","American Kestrel","064379939",03/29/1960,"29","03","1960","N",23,"3701194","14","","9","E","B#00000; create date from C#1262",10,"US","000",12/31/1962,"12","1962","0","","4","","14","370",37.08333,"",,"1194",-119.75,"","","03","","","06","21","00",,"99","06","1962",2,3,"064379939","","N"
"3950860","1","35","3","0","11","3","",10,"0","00","2","","","","395",39.91667,"HOME PLACE, Indiana, United States",137989,"0860",-86.08333,"","07320","","4","3600","American Kestrel","068361246",02/11/1961,"11","02","1961","S",11.5,"3940860","35","","9","E","B#00000; create date from C#0664",10,"US","000",06/30/1964,"06","1964","0","","2","","00","394",39.75,"",,"0860",-86.08333,"","","03","","","18","21","00",,"99","83","1964",3,3.75,"068361246","","N"
"4240705","1","47","3","0","11","3","",10,"0","00","1","","","","424",42.75,"Massachusetts, United States",107089,"0705",-70.91667,"","09055","","4","3600","American Kestrel","068374826",03/07/1971,"07","03","1971","",0,"4240705","47","","9","E","B#08013; create date from C#0572",10,"US","000",05/31/1972,"05","1972","0","","1","","66","424",42.75,"",,"0705",-70.91667,"","","07","","","25","23","01",03/19/1972,"19","03","1972",1,1.75,"068374826","","Y"
"4130710","1","47","3","0","11","3","",10,"0","00","1","","","","413",41.58333,"CENTRAL VILLAGE, Massachusetts, United States",98912,"0710",-71.08333,"","09055","","4","3600","American Kestrel","068374827",03/20/1971,"20","03","1971","E",8.6,"4130705","47","","9","E","B#07201; create date from C#0771",10,"US","000",07/31/1971,"07","1971","0","","1","","00","413",41.58333,"",,"0705",-70.91667,"","","05","","","25","21","01",04/05/1971,"05","04","1971",0,.83,"068374827","","N"
"4240710","1","47","3","0","11","3","",10,"0","00","1","","","","424",42.75,"W BOXFORD, Massachusetts, United States",7831,"0710",-71.08333,"","08083","","5","3600","American Kestrel","069309205",06/04/1961,"04","06","1961","SW",609.4,"3510770","63","","9","E","B#00000; create date from C#0563",10,"US","000",05/31/1963,"05","1963","0","","1","","00","351",35.25,"",,"0770",-77.08333,"","","03","","","37","21","00",,"51","01","1963",99,,"069309205","","N"
"4240705","4","47","3","0","11","3","",10,"0","00","1","","","","424",42.75,"NEWBURYPORT, Massachusetts, United States",43906,"0705",-70.91667,"","08083","","4","3600","American Kestrel","069309230",06/21/1961,"21","06","1961","SW",856.9,"3240801","80","","9","E","B#00000; create date from C#0762",10,"US","000",07/31/1962,"07","1962","0","","1","","04","324",32.75,"",,"0801",-80.25,"","","03","","","45","21","00",,"51","02","1962",99,,"069309230","","N"
"4240705","4","47","3","0","11","3","",10,"0","00","1","","","","424",42.75,"NEWBURYPORT, Massachusetts, United States",43906,"0705",-70.91667,"","08083","","5","3600","American Kestrel","069309251",07/02/1961,"02","07","1961","NNE",24.5,"4300704","58","","9","E","B#00000; create date from C#0262",10,"US","000",02/28/1962,"02","1962","0","","1","","39","430",43.08333,"",,"0704",-70.75,"","","03","","","33","21","00",08/11/1961,"11","08","1961",1,.17,"069309251","","N"
"4240710","1","47","3","0","11","3","",10,"0","00","1","","","","424",42.75,"W BOXFORD, Massachusetts, United States",7831,"0710",-71.08333,"","08083","","4","3600","American Kestrel","069309259",07/06/1961,"06","07","1961","",0,"4240710","47","","9","E","B#00000; create date from C#0762",10,"US","000",07/31/1962,"07","1962","0","","1","","00","424",42.75,"",,"0710",-71.08333,"","","03","","","25","21","00",12/17/1961,"17","12","1961",1,1.5,"069309259","","Y"
